label,voxels_hit,total_energy,max_energy,core_energy,surface_energy,surf_core_ratio,mean_depth_vox,center_hits
Gamma,1699,375.47053027272096,1.540382512069955,77.79977619103967,230.58144741831055,2.9637803436877626,13.450328287650592,True
Neutron,10365,2058.1336070453954,6.453224566102108,326.47911700370537,1402.0336624779814,4.2944053369945525,14.105092496132697,True
Carbon Ion,11157,676475.5395869139,502.2927538603689,129932.04686964076,417434.0943500598,3.2127108316000466,12.796293365258295,True
Alpha,1264,11000.0,33.0,7599.847521117861,3400.1524788821393,0.44739746020351884,24.483190139311372,True
